"","RowNumber","CustomerId","Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
"31401",4582.3412998307,15721506.5441872,"Vasilyev",647.603713897057,"France","Male",48.3056052273605,7,102288.215568313,1.24205639609136,1,1,150421.354634777,"1"
"52110",1462.33806424565,15786756.2931326,"Chung",741.46663112496,"France","Female",47.8042987822555,8.80071646370925,111177.15150003,1,1,0,113302.06014636,"1"
"2097",2097,15757916,"Amaechi",600,"France","Female",38,9,0,2,1,1,58855.85,"0"
"1759",3713.27898469055,15749341.7990218,"Nakayama",613.615032908972,"France","Female",39.7150526994374,1,129939.950716955,1,1,0,120835.756013917,"1"
"8487",8487,15567506,"Cheatham",738,"Germany","Female",40,6,114940.67,2,1,1,194895.57,"1"
"9839",9839,15616367,"Ricci",581,"Germany","Male",39,1,121523.51,1,0,0,161655.55,"1"
"710",710,15734886,"Mazzi",686,"France","Female",34,3,123971.51,2,1,0,147794.63,"0"
"1370",1370,15722902,"Chizuoke",652,"Germany","Male",50,8,125437.64,1,1,1,17160.94,"1"
"12671",2018.64630729053,15663252.2816289,"Wong",681.884170856792,"Spain","Male",23.5792675497942,6.57926754979417,164725.961587671,1,0,0,109704.575490159,"1"
"3300",5526.03474191786,15698473.5559372,"Chidiebere",556.294332973193,"France","Male",44,5,0,3.11334552406333,0,0,18166.6356789851,"1"
"9877",9877,15578374,"Gilroy",620,"Spain","Male",36,7,169312.72,1,1,0,45414.09,"0"
"52891",5883.99332902161,15745141.7302558,"Lin",808.208602175815,"France","Male",39.5990026462823,6.59962599235587,125415.490744554,3,1,0,25773.6732102981,"1"
"6758.1",6758,15766667,"Langler",717,"Spain","Male",36,2,102989.83,2,0,1,49185.57,"0"
"3336.3",3336,15660735,"T'ang",581,"Spain","Female",31,6,0,2,1,0,188377.21,"0"
"35110",998.624129697448,15689513.0928755,"Gray",525.08283672086,"France","Male",44.4498470630497,0.806230882881209,0,1,1,0,70225.7306675865,"1"
"4702",4702,15629787,"Tu",652,"France","Male",27,10,107303.72,2,0,0,44435.76,"0"
"3936",3936,15648362,"Kennedy",728,"Germany","Male",45,3,108924.33,2,1,0,84300.4,"1"
"6766.2",6766,15689955,"Arcuri",461,"France","Female",40,7,0,2,1,0,176547.8,"0"
"44701",7135.04178539803,15771229.8648084,"Fiorentino",579.23998396378,"France","Male",43.8599759456702,8.15200320724398,109246.117034157,1,1,0,51199.6704062548,"1"
"3589",3589,15571958,"McIntosh",489,"Spain","Male",40,3,221532.8,1,1,0,171867.08,"0"
"5788",5788,15634180,"Holden",729,"Germany","Male",26,4,97268.1,2,1,0,39356.38,"0"
"10610",238.624718589708,15701000.3428124,"Taubman",635.750268150121,"Germany","Female",27.7499852664769,7.74999705329537,118059.976504029,1,1,0,166907.852695418,"1"
"38601",8077.42446502345,15675113.9142515,"Wilson",517.02862303704,"France","Male",29,4,117012.002953742,1,0,0,94265.349756756,"1"
"9819",9819,15619699,"Yeh",558,"France","Male",31,7,0,1,1,0,198269.08,"0"
"7806.1",7806,15672499,"Iadanza",635,"France","Male",34,3,134692.4,2,1,1,83773.02,"0"
"4025",6141.76383822411,15600762.1279518,"Johnston",683.242668938823,"Germany","Female",34.3523788955063,9.64762110449374,147891.233443344,1,1,0,70546.3715926138,"1"
"38310",1959.50833614543,15641995.9793656,"Hawthorn",572.82816814445,"Germany","Female",46.6519041294232,5.391497050412,42409.0513884135,3,0,1,145781.859520712,"1"
"355",590.798021571711,15736577.979325,"Gether",683.4693099875,"Spain","Female",39.018811318092,0.572772237006575,0,1,1,0,90815.0616179274,"1"
"48411",7423.90174163948,15589189.5943746,"Lionel",669.005093557993,"France","Female",58.6168735015672,3,89486.5038227949,1,1,0,54748.0297163936,"1"
"1209",1209,15616451,"Genovese",697,"France","Female",47,6,128252.66,1,1,1,168053.4,"0"
"12101",3134.68613176746,15720563.339215,"Dike",576.249932711013,"Germany","Male",48.7955096000805,2.4886394222267,53207.0866808819,3.5113605777733,0,1,120687.686638065,"1"
"5785",5785,15738063,"Shen",631,"France","Male",29,2,0,2,1,1,18581.84,"0"
"34071",6072.46549104876,15709144.142968,"Ferguson",709.866863217205,"France","Male",46.0095097701997,1.49762255745009,0,2,1,0,40291.0712477356,"1"
"13291",3041.15130986413,15773827.2119161,"Synnot",533.646213825326,"Spain","Female",37.0712771043181,7.62945481901988,50203.5601860809,1.37054518098012,1,0,143246.659061177,"1"
"8582.1",8582,15580213,"McIntyre",585,"France","Female",43,2,0,2,1,0,89402.54,"0"
"9474",9474,15690733,"Angelo",608,"Spain","Male",45,4,0,2,0,0,36697.48,"1"
"9070",9070,15777459,"Gordon",619,"Spain","Female",32,4,175406.13,2,1,1,172792.43,"1"
"3926.1",3926,15701206,"Torreggiani",566,"Spain","Male",44,5,0,2,1,0,66462.79,"0"
"25351",2048.93273400143,15588181.8347458,"Fiorentino",568.633472813293,"Germany","Male",51.6879054214805,7.4874729719013,102441.397336342,2,1,0,156616.612631776,"1"
"2778",2778,15776233,"Kruglova",758,"Germany","Female",61,8,125397.21,1,1,0,182184.09,"1"
"778",778,15628936,"Archer",692,"Spain","Male",28,9,118945.09,1,0,0,16064.25,"1"
"36100",1331.8960992638,15703469.6484832,"Nebechukwu",692.024118539877,"Spain","Female",54.5901669196319,5.33172543067485,113044.640699865,1,1,1,55819.2606923751,"1"
"4329.2",4329,15622527,"Holloway",581,"France","Female",55,6,0,1,1,1,22442.13,"0"
"6219",6219,15667462,"Duncan",707,"Spain","Male",43,10,0,2,1,0,118368.2,"0"
"58100",357.314790864475,15761180.753909,"Heap",636.356097265612,"Germany","Male",43.6741662428249,5.43444500956684,10320.3280912623,3,1,1,169589.825015778,"1"
"9065.1",9065,15632816,"Williams",521,"Germany","Female",49,2,127948.57,1,1,1,182765.14,"0"
"49051",7717.80346568301,15747493.4827551,"Evans",549.875504934229,"Spain","Male",54,4.53717580903322,109791.526295323,2,1,0,156639.691732487,"1"
"1807",1807,15683471,"Hansen",691,"France","Male",38,7,0,2,0,0,81617.4,"0"
"9382",9382,15756148,"Nnanna",765,"Spain","Male",45,2,91549.78,1,1,1,47139.44,"0"
"4155",4037.08387018461,15618826.3181669,"Ukaegbulam",556.248011096381,"France","Female",49.0514860413969,2.28861453104764,62013.8403337178,3,0,1,166793.303880578,"1"
"2160",2883.31938892324,15772087.3851943,"Moore",659.321034072898,"Germany","Male",44.6916568744928,6.38472385425121,108523.030815277,1,1,1,32682.2525230253,"1"
"983",983,15792360,"Clark",668,"France","Male",32,7,0,2,1,1,777.37,"0"
"9951",9951,15638494,"Salinas",625,"Germany","Female",39,10,129845.26,1,1,1,96444.88,"0"
"40210",772.175450213952,15737580.6688591,"Todd",842.759825436398,"Germany","Male",30.9138074456714,6,69419.119958846,1.9569037228357,0,0,49373.9621604638,"1"
"4758",4758,15583278,"Greece",743,"Spain","Female",36,8,92716.96,1,1,1,33693.78,"0"
"57271",5956.43114074692,15726567.9989043,"Rapuluchukwu",826.500690486748,"Germany","Male",38.5400828584097,5.45991714159027,123474.64708441,3.18002761946991,1,0,10387.6876896557,"1"
"6368.1",6368,15568742,"Parkes",536,"France","Female",41,9,0,1,1,0,121299.14,"0"
"5076",5076,15684921,"Onuchukwu",792,"Spain","Male",25,8,142862.21,1,1,1,130639.01,"0"
"44321",7446.99047100917,15767076.7454606,"Napolitani",672.713673047721,"Germany","Female",28,10,187280.754726858,1,0,1,75410.1940927837,"1"
"6739.1",6739,15612358,"Christie",573,"Germany","Male",35,9,134498.54,2,1,1,119924.8,"0"
"3208",3208,15652400,"Moss",667,"Spain","Male",56,2,168883.08,1,0,1,18897.78,"0"
"14551",2953.63413357921,15628834.342647,"Chou",633.423218586948,"Germany","Female",47.6010799342766,7.79919004929252,111754.446867979,1.40026998356916,1,1,39091.6856002507,"1"
"1918",1918,15699772,"Barclay",428,"Germany","Female",40,3,129248.11,2,1,0,72876.43,"1"
"3105",3105,15654230,"Miller",526,"Germany","Male",31,5,145537.21,1,1,0,132404.64,"0"
"1106",1106,15624293,"Mironova",514,"France","Female",46,3,106511.85,1,1,0,55072.32,"0"
"4941",4941,15799652,"Daigle",763,"France","Female",38,0,152582.2,2,0,0,31892.82,"0"
"507",1271.17306836369,15715760.8289449,"Ozerova",717.125739129027,"Germany","Female",48.583403726574,6.47219875780866,133788.620197416,1,0,0,101302.960377035,"1"
"1103.3",1103,15746410,"Thompson",432,"Spain","Male",38,7,0,2,1,0,150580.88,"0"
"7587.1",7587,15748532,"Dale",828,"Spain","Male",42,10,0,1,1,1,186071.14,"0"
"3777",3777,15652218,"Morrison",750,"France","Male",33,2,152302.72,1,1,0,71333.44,"0"
"40151",8887.85246445891,15571539.5585957,"Tillman",525.062718675472,"France","Male",44.9195759156719,4.38391518313438,126589.594456306,1,0,1,140643.866278709,"1"
"826",826,15660602,"Ch'eng",464,"Germany","Male",33,8,164284.72,2,1,1,3710.34,"0"
"5938",5938,15697035,"Garrett",740,"Spain","Female",31,8,0,2,0,0,86657.48,"0"
"1790",1790,15773017,"Todd",763,"Spain","Female",37,6,0,2,1,1,149705.25,"0"
"5263",5263,15659194,"Mishina",628,"France","Male",30,8,89182.09,1,1,1,13126.9,"0"
"7701.1",7701,15715184,"Capon",752,"Spain","Female",31,4,144637.86,2,1,0,40496.72,"0"
"8558",8558,15752622,"Kerr",729,"France","Female",32,7,38550.06,1,0,1,179230.23,"0"
"2318",2318,15627212,"Smith",630,"France","Female",36,2,110414.48,1,1,1,48984.95,"0"
"557",557,15705515,"Lazarev",587,"Germany","Male",40,5,138241.9,2,1,0,159418.1,"0"
"3795",3795,15621409,"Endrizzi",496,"France","Male",32,4,127845.83,1,1,0,66469.2,"0"
"4714",4714,15764448,"Mackenzie",837,"Germany","Male",35,0,144037.6,1,1,0,145325.32,"0"
"5158",8434.68832527753,15763158.5013011,"Brown",547.339598220773,"Spain","Male",34.3339598220773,5.33315433654934,0,1,1,1,140290.747407626,"1"
"3040.2",3040,15666141,"Baldwin",829,"Spain","Female",26,8,101440.36,2,1,1,19324.5,"0"
"2930",2930,15729054,"Korovina",744,"Germany","Male",32,4,96106.83,1,1,1,79812.77,"0"
"8518",8518,15671800,"Robinson",688,"France","Male",20,8,137624.4,2,1,1,197582.79,"0"
"13.1",13,15632264,"Kay",476,"France","Female",34,10,0,2,1,0,26260.98,"0"
"9964",9964,15814664,"Scott",740,"Germany","Male",33,2,126524.11,1,1,0,136869.31,"0"
"4274",4274,15804787,"Onyemauchechukwu",562,"France","Male",75,5,87140.85,1,1,1,39351.64,"0"
"8950.2",8950,15649239,"Vasilieva",731,"Spain","Male",46,10,0,2,1,0,153015.42,"0"
"1443",1443,15796179,"Moore",683,"France","Male",43,8,0,1,1,0,96754.8,"0"
"8156.1",8156,15715715,"Artyomova",799,"Spain","Male",38,2,0,2,1,1,59297.34,"0"
"7060",7060,15642934,"Mason",669,"Germany","Female",35,4,108269.2,2,1,0,174969.92,"0"
"2836",2836,15812917,"Kosisochukwu",653,"Spain","Male",35,6,116662.96,2,1,1,23864.21,"0"
"2079",2079,15815626,"Oluchi",640,"France","Male",63,2,68432.45,2,1,1,112503.24,"1"
"6400",6400,15738501,"Booth",601,"Germany","Male",48,9,163630.76,1,0,1,41816.49,"1"
"6756",6756,15683483,"Fleming",812,"Spain","Male",38,3,127117.8,2,1,1,174822.74,"0"
"3576",3602.32163024321,15730594.3780102,"Ozerova",627.933409966528,"Germany","Female",42.1611974611878,8,105936.084378045,1,0,0,109901.275971748,"1"
"60961",8727.11476176325,15679183.4668576,"Smith",600.999673982151,"Spain","Male",52.1600782442838,1,119182.883696265,1.63998695928603,1,0,192908.548545519,"1"
"1509.1",1509,15701200,"Lucciano",576,"France","Male",36,6,0,2,1,1,48314,"0"
"4039",4039,15684461,"McKay",469,"Spain","Female",31,6,0,1,1,0,146213.75,"1"
"7089",7089,15600975,"Chiemenam",556,"France","Female",54,4,150005.38,1,1,0,157015.5,"1"
"2114",3182.27695552073,15575992.6307171,"Hughes",771.398403822444,"Germany","Female",67.8211506893858,3.41463251877576,15267.2185265522,2,1,1,137726.003716243,"1"
"19121",3290.24396801088,15790314.1492572,"Lyons",666.320216209628,"France","Female",39.809640692547,5.44712241459638,134045.680341432,1,0,1,162579.338509493,"1"
"9181.2",9181,15568326,"Kenenna",637,"France","Female",44,2,0,2,1,0,149665.65,"0"
"6700.1",6700,15809999,"Gordon",709,"France","Female",41,3,150300.65,2,1,0,71672.86,"0"
"5789",5789,15694566,"Roberts",602,"France","Female",42,10,0,2,0,0,169921.11,"1"
"5999",5999,15644212,"Han",644,"Spain","Male",28,0,0,2,1,0,119419.37,"0"
"3232.2",3232,15587177,"Lloyd",646,"France","Male",36,6,124445.52,1,1,0,88481.32,"0"
"5950",5950,15714575,"Batt",742,"Germany","Female",44,8,107926.02,1,0,1,17375.27,"1"
"9487.1",9487,15605130,"Seccombe",753,"France","Male",32,6,177729.13,1,1,1,161642.08,"0"
"1298",3690.29734852538,15792929.0380363,"Tsui",631.931309855077,"Spain","Female",52.9368183608167,6.76098931534216,0,1,0,0,107951.47966316,"1"
"2512",2512,15693267,"Dickson",679,"Germany","Female",34,7,121063.85,1,1,0,56984.58,"0"
"51100",209.725217166124,15663671.803838,"Leonard",765.643811860355,"Spain","Female",32.5103904781863,1.74480476090685,11454.7317812212,1,1,0,141680.185102777,"1"
"5315",5315,15788068,"Lopez",743,"Germany","Male",45,10,144677.19,3,1,0,22512.44,"1"
"25791",2751.46037463192,15701821.0079818,"Holden",663.717117832042,"France","Male",50.4791228184476,9.18006265582517,162722.690515393,3.81993734417483,1,1,130053.625843288,"1"
"16291",3195.68033846933,15763347.5010668,"Ramos",657.453159252182,"France","Male",51.2734203739092,1.25468407478184,35882.8111347619,3,1,1,188789.197246719,"1"
"4088",4088,15659962,"McIntosh",637,"France","Male",60,3,0,2,1,1,70174.03,"0"
"224",224,15733247,"Stevenson",850,"France","Male",33,10,0,1,1,0,4861.72,"1"
"7036.1",7036,15686461,"Sarratt",558,"France","Female",56,7,121235.05,2,1,1,116253.1,"0"
"8338",8338,15568519,"Wood",534,"France","Male",41,9,0,2,1,0,13871.34,"0"
"11621",2593.16813826561,15667426.3422425,"Hao",630.20863873465,"Germany","Male",29.9080216821749,8.30061705247499,143498.979176551,3.30061705247499,0,1,75185.667678578,"1"
"20571",3089.70032207109,15722079.3714058,"Jamieson",571.791477553546,"Germany","Male",37.1193439699709,4.31344267167151,145593.318716849,1,0,1,172028.09804932,"1"
"3428.1",3428,15715079,"Bold",465,"France","Male",41,9,117221.15,1,1,0,168280.95,"0"
"6758.3",6758,15766667,"Langler",717,"Spain","Male",36,2,102989.83,2,0,1,49185.57,"0"
"60591",9929.58371327724,15755067.2366037,"Abramovich",639.436995843658,"France","Female",41.7915059211664,1.70831872010604,99115.4710285004,2.35415936005302,1,1,75769.7320938616,"1"
"5623.1",5623,15766649,"Vincent",670,"France","Male",38,10,89416.99,1,0,0,144275.39,"0"
"5384.1",5384,15586425,"Lo Duca",579,"France","Male",28,4,0,2,1,1,176925.69,"0"
"4821",4821,15694209,"Fanucci",484,"France","Female",32,3,0,2,1,1,139390.99,"0"
"9321",2053.57745331596,15778325.6738933,"Mazzanti",760.994047536282,"Spain","Female",42.2632193900645,3,104223.234249854,1.45395121187903,1,1,6590.65142822814,"1"
"1386",2267.17103514448,15790568.8481553,"Craigie",712.303054008633,"Germany","Male",44.8458127947524,1.76916255895048,114367.441399829,1,1,0,21603.8921224846,"1"
"496",496,15804256,"Hale",765,"Germany","Male",36,8,92310.54,2,1,1,72924.56,"0"
"33761",4361.8162103449,15772585.0589156,"Lombardo",703.766015636735,"Germany","Male",44.6007915311493,1.52015830622986,102252.90953442,1,1,1,58256.8896825489,"1"
"29361",5100.34238695214,15591583.8620084,"Colon",500.79388502799,"France","Female",50.2979830340482,3,9164.02136292166,1.85959660680965,0,1,176329.34186705,"1"
"4724",4724,15790658,"Iqbal",621,"Spain","Male",42,8,68683.68,1,1,1,74157.71,"0"
"8802",8802,15606115,"P'eng",510,"France","Female",52,6,191665.21,1,1,1,131312.56,"1"
"5067",5067,15702631,"Tang",567,"France","Female",26,2,0,2,1,1,78651.55,"0"
"48061",5773.64437179081,15644906.0956008,"Chiekwugo",692.621396237984,"Germany","Male",48.8221787493676,5.02540303580463,97087.5341323254,2,1,0,152499.032353255,"1"
"4794.1",4794,15787322,"Yeh",788,"France","Female",41,6,0,1,1,1,25571.37,"0"
"4797.2",4797,15765457,"Fowler",719,"Spain","Male",35,1,100829.94,1,1,1,165008.97,"0"
"4142",4142,15790596,"Moran",850,"Spain","Male",39,0,141829.67,1,1,1,92748.16,"0"
"2552",2552,15631310,"Hsieh",537,"France","Female",53,3,0,1,1,1,91406.62,"0"
"2820",2820,15643496,"Randolph",730,"France","Female",34,5,74197.38,2,1,0,96875.52,"0"
"8884.3",8884,15707696,"Lu",471,"Spain","Female",28,5,0,2,1,1,22356.97,"0"
"5760",5760,15674620,"Dilibe",679,"Germany","Female",37,8,77373.87,2,0,1,174873.09,"0"
"8370",8370,15632882,"Konovalova",684,"Germany","Male",37,1,126817.13,2,1,1,29995.83,"1"
"868",868,15756804,"O'Loghlen",636,"France","Female",48,1,170833.46,1,1,0,110510.28,"1"
"2026.2",2026,15752953,"Chien",634,"France","Male",45,9,0,2,0,0,17622.82,"0"
"7172.1",7172,15744273,"Waterhouse",637,"Germany","Male",30,6,122641.56,2,1,0,65618.01,"0"
"28351",9042.32539652218,15684794.0178311,"Stoneman",792.334453579271,"Germany","Female",44.1715647710953,8,124597.691730161,2,0,1,149619.003984041,"1"
"7212",2336.16889152536,15626546.1923828,"Onyekaozulu",774.52828405099,"Spain","Female",42.274209080264,8.490206818562,164686.982908385,2,0,1,132144.38588818,"1"
"2406",2406,15759021,"Kay",685,"France","Male",35,9,0,1,1,0,167033.83,"0"
"2384",2384,15642468,"Clark",697,"France","Male",42,9,132739.26,2,0,0,174667.65,"0"
"42651",4637.19061209541,15682589.5552175,"Iroawuchi",522.724424424814,"Germany","Male",41.0263693223242,0,138932.065696444,1.13909009681083,0,1,29417.6634361636,"1"
"4465",8055.11235330161,15604298.1710983,"Erskine",664.217474180274,"France","Male",51.6476234253496,3.54920780844986,0,1,1,0,175955.852112148,"1"
"1729.1",1729,15675320,"Leonard",758,"Spain","Female",40,5,93499.82,2,0,0,123218.81,"0"
"33171",7346.76045478089,15731775.8913932,"Pike",485.76099021174,"Spain","Female",41.3998848591,0.419994242954999,118337.938438515,1,1,1,89532.5129750156,"1"
"8186.1",8186,15812356,"Doherty",722,"Germany","Female",40,6,89175.06,2,0,1,152883.95,"0"
"456",456,15733797,"Sal",506,"France","Male",36,5,0,2,1,0,164253.35,"0"
"8696",8696,15801994,"Buccho",775,"France","Male",31,9,0,2,1,0,169278.51,"0"
"8747",8747,15577905,"Hammond",660,"France","Male",34,8,106486.66,2,0,1,182262.66,"0"
"1535",1535,15782736,"Jose",573,"Germany","Female",47,4,152522.47,1,0,1,164038.07,"1"
"4272",4272,15707132,"Yudin",465,"France","Male",33,5,0,2,0,1,78698.09,"0"
"40910",467.113618863048,15731018.664318,"Marcelo",794.643918475136,"Germany","Female",40.3047900816891,7.69520991831087,118775.381104894,1,1,0,29837.1798211189,"1"
"34341",3803.12231957167,15754222.681718,"Oliver",779.784867266193,"Spain","Male",41.3978381808847,7.45621636323631,117935.689741732,1,1,0,179309.32030425,"1"
"2544",2544,15655192,"Fiorentino",850,"Spain","Female",24,1,0,2,0,1,69052.87,"0"
"3537",3537,15748034,"Drakeford",534,"France","Male",29,7,174851.9,1,1,1,79178.31,"0"
"8071",1321.04438774521,15689457.4256121,"Amechi",642.589527399279,"Spain","Female",41.9606981733814,9.3464339422062,91406.7229837648,1,1,0,15409.464008172,"1"
"32191",4521.74122811854,15727960.7803362,"Nepean",532.427496366203,"Spain","Male",51.0037627182901,1.42937772534788,101406.019279525,3,1,0,75037.5945422375,"1"
"2006",2006,15725835,"West",785,"Germany","Female",32,3,124493.03,2,0,1,52583.79,"1"
"3149",3149,15810075,"Fang",648,"France","Female",39,6,130694.89,2,1,1,153955.38,"1"
"14410",829.82172542531,15781670.0719136,"Lumholtz",633.923228083178,"France","Female",52.0650817807764,8.64497273974121,44603.6573928141,1,1,1,20590.0660663096,"1"
"42401",7066.71815051697,15779241.3042918,"Landor",590.285538612865,"France","Male",46.7144613871351,5.61907689785585,107364.032961389,3,1,0,30773.232831461,"1"
"2529",2529,15654106,"K?",604,"France","Male",26,8,149542.52,2,0,1,197911.52,"0"
"56751",8453.28196483781,15615596.8647008,"Zakharov",683.36813124991,"France","Male",57.6887331325561,7.44260557228699,110753.689489275,1,1,1,32793.9038323475,"1"
"6365.1",6365,15663421,"Esposito",527,"Spain","Male",28,6,128396.33,2,1,0,79919.97,"0"
"13941",2073.10602221172,15715385.6746967,"Chizuoke",707.273074578494,"Germany","Male",40.2459280155599,9.62567866407335,23476.9924901432,1.81283933203667,1,1,48917.5810386878,"1"
"9348",9348,15802809,"Vidal",660,"Spain","Female",36,0,84438.57,1,1,1,181449.51,"0"
"2526",2526,15738411,"Ho",505,"France","Male",34,10,104498.79,1,0,1,126451.14,"0"
"10031",1423.73608978838,15605901.7962033,"Shih",704.340470876545,"Spain","Female",50.0334309488535,1.25835773721337,114362.803411395,1.87082113139331,1,1,117807.213832091,"1"
"3380",7402.4318005736,15661067.7573992,"Piccio",684.647137699882,"Spain","Male",52.260625727009,3.73937427299097,121812.982615335,2.36968713649549,1,1,123400.414470493,"1"
"9444",9444,15687001,"Chiemenam",596,"Germany","Male",54,1,123544,1,1,1,120314.75,"1"
"2511",2511,15607993,"Milne",625,"France","Female",52,2,79468.96,1,1,1,84606.03,"0"
"5332",5332,15700627,"Y?",637,"Germany","Female",46,2,143500.82,1,1,0,166996.46,"1"
